date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2015-10-29,2015,2015.MMP00575,39,Drowning,Drowning,Mediterranean,,-3.925395,35.29857739,0.14629931081740355
2016-01-30,2016,2016.MMP00103,39,Drowning,Drowning,Mediterranean,5,26.4734281,39.2893824,0.39625339511156765
2019-10-23,2019,2019.MMP01519,39,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,3,0.268362366,51.478385361,0.17560471323370308
2020-01-13,2020,2020.MMP00057,39,Drowning,Drowning,Caribbean,,-75.7029346,22.646233,0.8130368475929388
2020-08-06,2020,2020.MMP00536,39,Drowning,Drowning,Western Africa,,-17.1886625027,20.95662551,0.6638967799105127
2021-07-03,2021,2021.MMP00558,39,Drowning,Drowning,Mediterranean,1,11.12653239,33.51423538,0.5963721966073647
2022-01-25,2022,2022.MMP00045,39,Drowning,Drowning,Caribbean,,-80.28116576,27.472933,0.07177259541692838
2014-11-08,2014,2014.MMP00239,38,Drowning,Drowning,Western Asia,11,29.112145,41.2344374,0.18441954082770606
2015-09-13,2015,2015.MMP00392,38,Drowning,Drowning,Mediterranean,15,27.1199,37.2948,0.7613801266196651
2015-12-08,2015,2015.MMP00690,38,Drowning,Drowning,Northern Africa,,-15.279553,26.544303,0.5969868447158782
2017-09-22,2017,2017.MMP00921,38,Drowning,Drowning,Western Asia,,30.27702811,41.47769554,0.9686802516097099
2018-08-01,2018,2018.MMP00962,38,Mixed or unknown,Mixed or unknown,North America,,-99.0128926,27.8174487,0.7930283394918658
2020-10-29,2020,2020.MMP00872,38,Drowning,Drowning,Eastern Africa,,40.559689943,-10.7662771,0.8841487434743909
2021-08-27,2021,2021.MMP00724,38,Drowning,Drowning,Western Africa,,-16.84154,15.959663,0.028780749745722423
2022-04-23,2022,2022.MMP0392,38,Drowning,Drowning,Mediterranean,1,35.729883,34.46846729,0.31767649431220435
2015-08-30,2015,2015.MMP00347,37,Drowning,Drowning,Mediterranean,,13.098975,32.7998038,0.06355427138952385
2017-10-15,2017,2017.MMP01001,37,Drowning,Drowning,Caribbean,,-72.64139919,20.1838175,0.30548980105463275
2018-08-14,2018,2018.MMP01021,37,Drowning,Drowning,Mediterranean,2,-3.410172,35.886619,0.5734405291730029
2021-08-15,2021,2021.MMP00870,37,Mixed or unknown,Mixed or unknown,North America,,-99.43051646,27.53180696,0.6831866550839496
2021-12-21,2021,2021.MMP0290,37,Drowning,Drowning,Mediterranean,2,24.96125227,36.59486502,0.8277159043497
2021-12-15,2021,2021.MMP0297,37,Drowning,Drowning,South-eastern Asia,,104.3150323,1.627482545,0.9878453399088127
2015-02-02,2015,2015.MMP00038,36,Drowning,Drowning,Western Asia,1,43.412688,12.9422264,0.35330118296196056
2015-05-01,2015,2015.MMP00126,36,Mixed or unknown,Mixed or unknown,South-eastern Asia,,98.661975,8.540132,0.907640515745122
2015-12-20,2015,2015.MMP00767,36,Violence,Violence,Northern Africa,,14.456116,27.032288,0.5793919651877872
2016-01-05,2016,2016.MMP00013,36,Drowning,Drowning,Mediterranean,3,26.8860692,39.0776862,0.6425464374329135
2016-01-08,2016,2016.MMP00015,36,Drowning,Drowning,Eastern Africa,,45.6400791,10.8362539,0.9240949588572729
2016-02-08,2016,2016.MMP00136,36,Drowning,Drowning,Mediterranean,11,26.1306061,39.1892618,0.9006214400302095
2018-04-09,2018,2018.MMP00391,36,Drowning,Drowning,Mediterranean,,-6.015228714,35.56532431,0.0712032410520278
2021-05-30,2021,2021.MMP0335,36,Drowning,Drowning,Northern Africa,2,12.54897854,33.01479981,0.2545492183708795
2022-01-27,2022,2022.MMP00049,36,Drowning,Drowning,Mediterranean,,11.4102882,33.78381033,0.7021941215056893
2014-06-18,2014,2014.MMP00123,35,Drowning,Drowning,South-eastern Asia,1,100,4.66259,0.01338226178093116
2016-01-26,2016,2016.MMP00089,35,Drowning,Drowning,South-eastern Asia,,104.2036279,1.5296432,0.9529140764065163
2017-04-18,2017,2017.MMP00316,35,Drowning,Drowning,Mediterranean,,13.0488502,35.0991392,0.896016827184356
2017-07-08,2017,2017.MMP00615,35,Drowning,Drowning,Mediterranean,7,12.9583415,33.6262223,0.6879862450862739
2017-08-09,2017,2017.MMP00717,35,Drowning,Drowning,Western Asia,29,46.52724833,13.29441247,0.19042587691791235
2018-01-27,2018,2018.MMP00095,35,"Drowning,Mixed or unknown","Drowning,Mixed or unknown",Mediterranean,3,13.5351563,34.7509219,0.6043962422356477
2020-11-15,2020,2020.MMP00935,35,Drowning,Drowning,Western Africa,,-22.845940148,16.73450615,0.31430704489741235
2022-04-15,2022,2022.MMP0368,35,Drowning,Drowning,Mediterranean,,12.487412,32.89145977,0.4241489287130795
2015-12-16,2015,2015.MMP00724,34,Mixed or unknown,Mixed or unknown,Northern Africa,,21.866882,23.321289,0.3263321318478303
2016-06-12,2016,2016.MMP00552,34,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,20,5.7323297,19.3862108,0.8037894428043844
2016-10-27,2016,2016.MMP007601,34,Mixed or unknown,Mixed or unknown,Mediterranean,,14.4988153,34.2533716,0.6130308437393226
2017-11-06,2017,2017.MMP01099,34,Drowning,Drowning,Mediterranean,1,13.82854533,34.34185915,0.9420496780206022
2018-10-01,2018,2018.MMP01264,34,Drowning,Drowning,Mediterranean,,-2.739259,35.423044,0.5448252473178246
2018-10-08,2018,2018.MMP01294,34,Drowning,Drowning,Mediterranean,,26.51754452,38.7984375,0.9896087584409357
2021-05-31,2021,2021.MMP00868,34,Mixed or unknown,Mixed or unknown,North America,,-98.126699,27.247328,0.8311495590784459
2015-12-01,2015,2015.MMP00674,33,Drowning,Drowning,Mediterranean,6,26.289227,38.325725,0.14567279667792787
2017-04-16,2017,2017.MMP00304,33,Drowning,Drowning,Mediterranean,1,13.0488502,35.0991392,0.4044862568035372
2018-08-29,2018,2018.MMP01092,33,Drowning,Drowning,Western Asia,,48.99384533,13.92881241,0.3697504899435706
2019-11-14,2019,2019.MMP01621,33,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,61.19276,28.2314235,0.0005169392701394049
2020-12-12,2020,2020.MMP01006,33,Drowning,Drowning,South America,5,-62.1480778957,10.52125804,0.6541799801507964
2022-09-08,2022,2022.MMP1118,33,Drowning,Drowning,Mediterranean,,15.225458,35.88502065,0.010034434494061495
2022-10-02,2022,2022.MMP1139,33,Drowning,Drowning,Northern Africa,,-17.782911,26.33427,0.876945197916652
2016-04-17,2016,2016.MMP00377,32,Mixed or unknown,Mixed or unknown,Mediterranean,,12.5050901,35.5012182,0.5724553405134432
2017-01-19,2017,2017.MMP00081,32,Mixed or unknown,Mixed or unknown,Northern Africa,,16.3455892,29.8322059,0.4931109490235692
2019-06-09,2019,2019.MMP00773,32,Drowning,Drowning,Caribbean,,-68.683061165,11.772904481,0.29604271373057034
2020-01-11,2020,2020.MMP00039,32,Drowning,Drowning,Mediterranean,,20.2246673717,39.2068815,0.8608449858006972
2020-12-08,2020,2020.MMP01000,32,Drowning,Drowning,Western Africa,,-16.7235980141,18.10005747,0.36446103974760446
2022-09-28,2022,2022.MMP1125,32,Drowning,Drowning,Mediterranean,,18.342872,30.65639718,0.9832223992300793
2017-01-23,2017,2017.MMP00099,31,Drowning,Drowning,South-eastern Asia,,104.0113461,2.108667,0.9573869855367891
2017-10-08,2017,2017.MMP00980,31,Drowning,Drowning,South-eastern Asia,11,92.34577413,20.77473304,0.7270461864982714
2017-11-25,2017,2017.MMP01178,31,Drowning,Drowning,Mediterranean,3,13.72078687,32.80195944,0.9082215309986374
2018-11-05,2018,2018.MMP01441,31,Mixed or unknown,Mixed or unknown,Mediterranean,,-2.934664072,35.53795851,0.35652153883919313
2019-02-02,2019,2019.MMP00138,31,Drowning,Drowning,Caribbean,,-76.937172306,26.510686693,0.49187110107964305
2019-12-16,2019,2019.MMP01788,31,Mixed or unknown,Mixed or unknown,Mediterranean,,-3.324309453,35.575701636,0.16202140170967128
2020-06-08,2020,2020.MMP00359,31,Mixed or unknown,Mixed or unknown,South-eastern Asia,,99.9323089688,5.98316004,0.22100836449112005
2021-12-25,2021,2021.MMP0306,31,Drowning,Drowning,Mediterranean,1,12.54897854,33.01479981,0.0823237415862581
2022-08-10,2022,2022.MMP0920,31,Drowning,Drowning,Mediterranean,,28.611105,35.037054,0.573291826610095
2014-11-11,2014,2014.MMP00241,30,Drowning,Drowning,Eastern Africa,,43.52799,12.36166,0.05566914112065846
2014-12-24,2014,2014.MMP00254,30,Mixed or unknown,Mixed or unknown,Mediterranean,,16.6113,34.3071,0.27213149946223636
2015-07-10,2015,2015.MMP00229,30,Drowning,Drowning,Mediterranean,,13.7167,32.75,0.906702694170533
2015-10-20,2015,2015.MMP00533,30,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,23.999395,20.6081929,0.8766362793619962
2016-02-21,2016,2016.MMP00204,30,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,14.7267866,26.1395652,0.3096529398878818
2016-10-03,2016,2016.MMP007497,30,Drowning,Drowning,Mediterranean,,12.3868145,32.878302,0.7890111165422731
2016-10-10,2016,2016.MMP007515,30,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,24.8744624,12.0521564,0.7375574338661124
2016-10-20,2016,2016.MMP007561,30,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,31.5204557,23.285107,0.11393329582452916
2016-10-22,2016,2016.MMP007584,30,Mixed or unknown,Mixed or unknown,Mediterranean,1,14.4988153,34.2533716,0.9825078520957109
2016-10-26,2016,2016.MMP007594,30,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.9294381686312636
2016-12-05,2016,2016.MMP007720,30,Drowning,Drowning,South-eastern Asia,5,92.2139799,20.9649223,0.6527156920392951
2017-03-29,2017,2017.MMP00277,30,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Eastern Africa,,42.3954249,11.6476888,0.9548928920897446
2017-04-18,2017,2017.MMP00310,30,Drowning,Drowning,Mediterranean,,13.0488502,35.0991392,0.7867761221403526
2018-01-23,2018,2018.MMP00077,30,Drowning,Drowning,Western Asia,,44.0265749,12.4418724,0.9595571399218468
2020-05-27,2020,2020.MMP00334,30,Violence,Violence,Northern Africa,,13.0184123,32.1717952,0.6750441534965084
2020-09-07,2020,2020.MMP00655,30,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,1,95.7299821,11.2878883,0.5315214888867748
2021-03-09,2021,2021.MMP00214,30,Drowning,Drowning,Mediterranean,4,11.47959691,34.84785849,0.02214388891780672
2021-06-14,2021,2021.MMP00565,30,Drowning,Drowning,Western Asia,,43.93431565,12.60917091,0.6092490686943606
2021-09-24,2021,2021.MMP00877,30,Drowning,Drowning,Northern Africa,10,-16.64870169,24.89691933,0.8979165425081008
2022-06-27,2022,2022.MMP0769,30,Drowning,Drowning,Mediterranean,4,12.57,33.41,0.6277661315789895
2014-05-05,2014,2014.MMP00078,29,Drowning,Drowning,Mediterranean,,27,37.848433,0.6391756048552482
2014-06-16,2014,2014.MMP00118,29,Drowning,Drowning,Eastern Africa,,-13,28.348645,0.8942860154827199
2015-02-08,2015,2015.MMP00042,29,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,12.8101,34.3797,0.26796576496374347
2016-10-25,2016,2016.MMP007592,29,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,,16.3516697,30.8804954,0.5204496728721462
2016-10-26,2016,2016.MMP007595,29,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.46445352173050525
2017-06-28,2017,2017.MMP00564,29,Drowning,Drowning,Mediterranean,,13.4312263,32.8621454,0.6869676071728608
2018-11-24,2018,2018.MMP01507,29,Drowning,Drowning,Mediterranean,,-2.74651,35.332202,0.4622546960842051
2019-05-16,2019,2019.MMP00650,29,Drowning,Drowning,Caribbean,,-61.98516362,10.4828589,0.8891645242364732
2021-08-27,2021,2021.MMP00722,29,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,7,-19.689307,23.353795,0.6590373922685013
2021-12-08,2021,2021.MMP0322,29,Drowning,Drowning,Northern Africa,,12.54897854,33.01479981,0.759925721534721
2022-07-09,2022,2022.MMP0859,29,Drowning,Drowning,Mediterranean,,14.289261,32.94151948,0.7993108658633359
2015-10-13,2015,2015.MMP00491,28,Mixed or unknown,Mixed or unknown,Northern Africa,,22.587891,22.766479,0.15328800606194992
2016-02-12,2016,2016.MMP00150,28,Drowning,Drowning,Northern Africa,,-15.5943805,26.9455294,0.5277729364569275
2016-02-21,2016,2016.MMP00209,28,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.034127050140506876
2016-10-04,2016,2016.MMP007502,28,Accidental death,Accidental death,Mediterranean,,14.4988153,34.2533716,0.1743069917292681
2016-11-23,2016,2016.MMP007698,28,Mixed or unknown,Mixed or unknown,Mediterranean,,12.4076589,36.4811381,0.07311982978860132
2017-04-18,2017,2017.MMP00315,28,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,12.4152649,32.791284,0.37905377213506464
2017-10-13,2017,2017.MMP00994,28,Drowning,Drowning,Mediterranean,,14.28312893,32.6578726,0.9884385593879952
2017-11-30,2017,2017.MMP01201,28,Drowning,Drowning,Mediterranean,1,-5.8935363,35.92856441,0.011455131854703371
2019-10-07,2019,2019.MMP01432,28,Drowning,Drowning,Mediterranean,4,12.180541076,35.210549549,0.9537690545894124
2022-01-28,2022,2022.MMP00057,28,Drowning,Drowning,Mediterranean,,12.67770508,32.79249375,0.015321143181097119
2022-03-20,2022,2022.MMP00288,28,Drowning,Drowning,South-eastern Asia,,99.873995,3.248823363,0.12635843480594966
2022-05-08,2022,2022.MMP0417,28,Drowning,Drowning,Northern Africa,1,-15.586981,26.641567,0.5789835875190077
2022-10-29,2022,2022.MMP1242,28,Drowning,Drowning,Western Asia,,43.414596,12.71285225,0.6057741680751478
2016-07-15,2016,2016.MMP00670,27,Mixed or unknown,Mixed or unknown,North America,,-99.9079019,27.7150873,0.039719565030781556
2016-09-29,2016,2016.MMP007482,27,Drowning,Drowning,Mediterranean,,27.421418,37.0319069,0.1874551483149376
2019-06-02,2019,2019.MMP00731,27,Drowning,Drowning,Mediterranean,1,13.828666325,33.374467702,0.9000222384495615
2021-12-11,2021,2021.MMP0911,27,Violence,Violence,Western Africa,,7.986253437,16.97421563,0.6320211130353679
2022-04-04,2022,2022.MMP0373,27,Drowning,Drowning,Caribbean,,-69.615457,19.22470271,0.3864438398722012
2014-08-23,2014,2014.MMP00179,26,Drowning,Drowning,Mediterranean,,15.8752,35.2823,0.9108023718429141
2015-01-31,2015,2015.MMP00035,26,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,12.913084,26.239989,0.17795005392478092
2015-09-20,2015,2015.MMP00422,26,Drowning,Drowning,Mediterranean,6,26.042874,39.445562,0.5071688312528249
2015-09-20,2015,2015.MMP00423,26,Drowning,Drowning,Mediterranean,10,26.5057,39.2836,0.8246859029981894
2016-02-12,2016,2016.MMP00151,26,Drowning,Drowning,Caribbean,,-80.0103955,9.3247093,0.0937501183394227
2016-07-23,2016,2016.MMP00707,26,Drowning,Drowning,South-eastern Asia,,103.7365654,2.3444477,0.2808914194560119
2016-11-09,2016,2016.MMP007633,26,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.2731022977263533
2017-09-01,2017,2017.MMP00808,26,Drowning,Drowning,South-eastern Asia,8,92.26065089,21.07357871,0.4160483926389158
2018-06-21,2018,2018.MMP00736,26,Drowning,Drowning,Mediterranean,,12.87910508,32.80583535,0.3459522055157349
2019-11-23,2019,2019.MMP01666,26,Drowning,Drowning,Mediterranean,,12.555303694,35.509728903,0.1677712005196481
2019-11-27,2019,2019.MMP01704,26,Violence,Violence,Western Asia,,43.239432135,17.245130865,0.6457374867289045
2020-03-03,2020,2020.MMP01062,26,Drowning,Drowning,Northern Africa,,-15.955222,23.726198,0.7951492986439896
2021-04-11,2021,2021.MMP00229,26,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,-18.07531481,25.69694464,0.7844200025340817
2021-05-10,2021,2021.MMP00327,26,Drowning,Drowning,Mediterranean,,14.58251016,32.79371255,0.5577956529127883
2022-03-27,2022,2022.MMP0321,26,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,1,-17.980667,27.63989884,0.7927145494283685
2022-04-23,2022,2022.MMP0393,26,Drowning,Drowning,Mediterranean,,10.971276,35.00161321,0.1844684182724301
2022-07-29,2022,2022.MMP0879,26,Drowning,Drowning,Mediterranean,,12.453429,32.81768564,0.2186391463498769
2014-07-11,2014,2014.MMP00141,25,Drowning,Drowning,Mediterranean,1,26.921962,37.862031,0.602380719943439
2015-03-04,2015,2015.MMP00058,25,Drowning,Drowning,Western Africa,,-17.087039,20.94764809,0.3397555783225914
2015-05-30,2015,2015.MMP00161,25,Mixed or unknown,Mixed or unknown,Mediterranean,,18.113847,35.05031439,0.7807601457877296
2015-12-09,2015,2015.MMP00693,25,Drowning,Drowning,Mediterranean,5,27.027424,37.469404,0.6178473439700292
2016-02-18,2016,2016.MMP00180,25,Mixed or unknown,Mixed or unknown,Northern Africa,,19.7242161,23.2488413,0.5628277870904626
2016-03-06,2016,2016.MMP00237,25,Drowning,Drowning,Mediterranean,10,27.23726318,37.34116394,0.3830296615978408
2016-09-19,2016,2016.MMP007451,25,Mixed or unknown,Mixed or unknown,North America,,-99.2525,27.68836,0.044033303457947204
2016-11-17,2016,2016.MMP007660,25,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.9925096657713841
2017-03-03,2017,2017.MMP00226,25,Drowning,Drowning,Mediterranean,,13.4033901,32.9362462,0.4608625939141566
2018-02-08,2018,2018.MMP00145,25,Drowning,Drowning,Western Asia,,46.46133036,13.27302771,0.5888795582449347
2019-06-23,2019,2019.MMP00861,25,Drowning,Drowning,Northern Africa,4,-16.283859755,24.297942676,0.3528048867199256
2020-07-29,2020,2020.MMP00504,25,Drowning,Drowning,Mediterranean,,11.2179020992,35.23369,0.24662876498510977
2021-03-03,2021,2021.MMP00260,25,Mixed or unknown,Mixed or unknown,Eastern Africa,,42.11180794,12.11374551,0.0867523815335618
2021-02-19,2021,2021.MMP00311,25,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,14.83350461,26.06751439,0.4425902477474448
2021-06-01,2021,2021.MMP00365,25,Drowning,Drowning,Mediterranean,,11.75184166,34.15134555,0.7289267861918349
2021-10-14,2021,2021.MMP00882,25,Drowning,Drowning,Mediterranean,1,-6.551422936,36.19749249,0.05352496023417297
2021-12-25,2021,2021.MMP0304,25,Drowning,Drowning,Mediterranean,1,25.13723325,37.09629177,0.4766794896698663
2022-04-26,2022,2022.MMP0397,25,Drowning,Drowning,Northern Africa,7,-16.024947,26.59929091,0.7965380028160243
2022-08-13,2022,2022.MMP1011,25,Drowning,Drowning,Mediterranean,,12.225295,33.0350156,0.9579319982123389
2022-10-18,2022,2022.MMP1209,25,Mixed or unknown,Mixed or unknown,Southern Africa,,33.7068,-11.8437,0.5980454662549024
