date,serial,total_death_missing,cause_of_death,collapsed_region,number_children,lon,lat,random
2021-07-05,2021.MMP00563,21,Drowning,Mediterranean,,34.71990251,10.79592473,0.5784270935617468
2022-03-12,2022.MMP00156,21,Drowning,Mediterranean,,32.04277255,24.026583,0.4812777158200092
2022-08-27,2022.MMP1012,21,Drowning,Mediterranean,,32.7065101,20.935586,0.5160895930912317
2022-09-02,2022.MMP1019,21,Drowning,Mediterranean,,32.98804394,12.142747,0.34399963502636877
2014-07-15,2014.MMP00147,20,Drowning,South-eastern Asia,,6.35306,115,0.30472491307450755
2014-10-29,2014.MMP00237,20,Drowning,Mediterranean,,NaN,NaN,0.3957116926900264
2015-09-06,2015.MMP00377,20,Drowning,Mediterranean,,31.914825,30.322228,0.5359927729759877
2015-10-18,2015.MMP00517,20,Vehicle accident / death linked to hazardous transport,Southern Asia,,35.199293,51.020506,0.2652719967323618
2015-10-20,2015.MMP00534,20,Vehicle accident / death linked to hazardous transport,Northern Africa,,26.11853,14.809692,0.6264744726350944
2015-12-24,2015.MMP00775,20,Drowning,Mediterranean,11,39.088957,26.781175,0.034854395643441505
2016-02-28,2016.MMP00221,20,Drowning,Western Asia,,12.4339758,46.4207584,0.39852229903942127
